% Model:              phononic_alp0(thickness200,r85,isotrope,50eigenvalues-Size60).mph
% Version:            COMSOL 6.2.0.290
% Date:               Jul 1 2024, 13:54
% Dimension:          1
% Nodes:              1891
% Expressions:        50
% Description:        Global
% X component of wave number (1/m),Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency
1.4398966328953218E7,5.529272683548229E9,7.189325378940803E9,9.569387108326038E9,1.0200817205031746E10,1.1811127089594912E10,1.290355227558788E10,1.2943518960451141E10,1.779057894225899E10,1.9167045909458683E10,1.92260589168732E10,2.0030305103952587E10,2.0044189111421715E10,2.028777919137263E10,2.1217806338879646E10,2.221525539460528E10,2.3276503905553875E10,2.5424318624881096E10,2.760745725264719E10,2.776211671422788E10,2.8003713993035286E10,2.8581225287560825E10,2.9067435161585148E10,2.9539566966219006E10,2.9999870791156227E10,3.025466603905385E10,3.117513175197022E10,3.1184591505874912E10,3.2677750330943043E10,3.291811585042279E10,3.3640327650782925E10,3.3706588193735935E10,3.3968880063925995E10,3.4135156737804092E10,3.502687590065933E10,3.535267399097343E10,3.5815916730254036E10,3.62207425372399E10,3.69102505483562E10,3.741246201598502E10,3.778920389361941E10,3.8022918750937775E10,3.8113569943619316E10,3.853282776455564E10,3.881091476877982E10,3.9058570124672424E10,3.939771436017409E10,3.971843397790314E10,4.117301036330292E10,4.276007024553687E10,4.277108877013766E10
1.4660765716752369E7,5.512973495929438E9,7.242668166475804E9,9.555040408811066E9,1.0199114871598783E10,1.17823924151341E10,1.2937758462243162E10,1.29490110931126E10,1.7794094935462513E10,1.9166527771259125E10,1.926244870814221E10,2.0038910517287533E10,2.00427197700368E10,2.0265432673994087E10,2.1191653590365524E10,2.222923396783641E10,2.3272500989560535E10,2.539913202697618E10,2.7612927357291473E10,2.7777189898063713E10,2.798338361275453E10,2.860213830626437E10,2.9069789972844666E10,2.9545709531423702E10,2.9980493358909885E10,3.026261690423173E10,3.119071478854148E10,3.1193597564396362E10,3.2719506549859467E10,3.289304960923912E10,3.3658600268789013E10,3.3708547950642685E10,3.3989984778420963E10,3.409417589964661E10,3.4999089223231575E10,3.540072503262362E10,3.580973279332549E10,3.621013496661732E10,3.699665656969378E10,3.739141457283401E10,3.7782199129689476E10,3.792795233105807E10,3.815218691044178E10,3.8561324271854065E10,3.877148400809053E10,3.903470411383201E10,3.930896957112781E10,3.9720315079227005E10,4.1167737301807556E10,4.275531061226235E10,4.279551350217228E10
1.4922565104551518E7,5.500193821892166E9,7.285372600464857E9,9.542939018794954E9,1.0197763567821207E10,1.1759834249165487E10,1.2933133397907793E10,1.298454802286695E10,1.779702046454019E10,1.916615200728457E10,1.9293062614672123E10,2.0035901431888172E10,2.0045599475409492E10,2.0252564285938515E10,2.116999877699704E10,2.224050405272933E10,2.3269586043754597E10,2.537885617932908E10,2.7617437055528397E10,2.779121167589098E10,2.7964319348210907E10,2.8618887112304054E10,2.9071568785783863E10,2.9550946870215176E10,2.9965160092333378E10,3.026886518134038E10,3.120050177212917E10,3.120347897778717E10,3.275504409220013E10,3.2872560032360237E10,3.367320186466332E10,3.3710090790402134E10,3.400695196355998E10,3.405936213180139E10,3.497713135553354E10,3.544028354923922E10,3.5804078769056305E10,3.619992232978508E10,3.708074993807863E10,3.737494511708898E10,3.7777021615259476E10,3.783678262978457E10,3.8194008786883286E10,3.856084966748441E10,3.876604698073614E10,3.901656809439804E10,3.922556113100564E10,3.9721809208993835E10,4.116363269175931E10,4.275164608954669E10,4.2815298672049194E10
1.5184364492350666E7,5.491010282790603E9,7.316577375600696E9,9.533738399562597E9,1.0196784484144255E10,1.1743610960195225E10,1.2929751803972876E10,1.3010027205731926E10,1.7799216842080338E10,1.9165899086685047E10,1.9316463987795773E10,2.0026923669138126E10,2.0050373121342155E10,2.0246644578970444E10,2.1153740092811142E10,2.224877287111847E10,2.326761487296809E10,2.5363999768129154E10,2.762082256909521E10,2.780337210072013E10,2.7948008999972366E10,2.8631116165515125E10,2.9072802970698204E10,2.955495928388045E10,2.9954046112023563E10,3.0273362061492615E10,3.1205377363095467E10,3.121297678128892E10,3.2782346721189774E10,3.2857362529747967E10,3.3683849484173946E10,3.3711205298733902E10,3.4019375960712017E10,3.403263498776822E10,3.496126702945101E10,3.54699458012487E10,3.5799648730954834E10,3.619121216260984E10,3.715762790406641E10,3.736316156043229E10,3.775462512769444E10,3.777348259010929E10,3.823601846954322E10,3.8532463448807976E10,3.8793720480586075E10,3.900384279641577E10,3.9150340712809135E10,3.972289193162414E10,4.116069737312347E10,4.274905663522821E10,4.282989908077922E10
1.5446163880149815E7,5.485477888914588E9,7.335596776858975E9,9.527978846911839E9,1.0196192014551313E10,1.1733833761859478E10,1.2927691466589285E10,1.3025353166850353E10,1.780057877720474E10,1.916575404095822E10,1.9331235079133957E10,2.001963254244112E10,2.0053235429732418E10,2.024457607953367E10,2.114363780831718E10,2.2253823285659958E10,2.3266477909622334E10,2.5354932058575874E10,2.7622928953380276E10,2.781214071021391E10,2.7936514901857155E10,2.8638559445078808E10,2.9073528044748184E10,2.9557480196259132E10,2.994731031068701E10,3.0276072495360798E10,3.1208279774060543E10,3.1218847267866806E10,3.2799594016003727E10,3.284800770421316E10,3.3690324144873028E10,3.3711880528724983E10,3.4015757891212276E10,3.402695618901561E10,3.495168667493714E10,3.548837949567382E10,3.579686513560925E10,3.618528716229874E10,3.7216963084983925E10,3.735608936952715E10,3.769203276139532E10,3.7771428047310715E10,3.827161164591998E10,3.8499003603999695E10,3.883092274148231E10,3.899629493935317E10,3.909066307795429E10,3.972354897025923E10,4.115893216820874E10,4.274752816160706E10,4.2838860185968475E10
1.5707963267948966E7,5.483629761665473E9,7.341987094092095E9,9.526017661130116E9,1.0195994507941254E10,1.1730568422736538E10,1.2926999300332361E10,1.3030469272333672E10,1.7801040488544395E10,1.9165707501304733E10,1.933629343007361E10,2.0016866306399837E10,2.0054190033082584E10,2.0244144767702694E10,2.1140206559170464E10,2.2255521716482586E10,2.3266106622781437E10,2.5351877065428894E10,2.7623645533487705E10,2.781543584163396E10,2.7932259266704983E10,2.864105194060859E10,2.9073771330248367E10,2.955833097699327E10,2.994506526727866E10,3.0276975383040546E10,3.120924344878907E10,3.1220854920086018E10,3.280548864697809E10,3.2844844124406616E10,3.369248692615839E10,3.3712109211291405E10,3.400999900486513E10,3.40295068919832E10,3.494850574390035E10,3.549460536306833E10,3.579593154080328E10,3.618318534436683E10,3.724077601913721E10,3.735372189853787E10,3.766712009663349E10,3.777075993352695E10,3.8287091048848335E10,3.8483507314515205E10,3.884968492384052E10,3.8993783685916435E10,3.9065157486412865E10,3.972377284272121E10,4.115833766201911E10,4.274705220613318E10,4.284187732828386E10
9162978.572970232,5.251226583174803E9,6.250500025701486E9,9.759179472938313E9,1.0014881929815693E10,1.0848163282627089E10,1.2906147690142849E10,1.3146850407610596E10,1.777572603942537E10,1.8339062233898087E10,1.9109691841577652E10,1.9785690793186424E10,1.9807275119720814E10,2.1476493463785816E10,2.1777565022567474E10,2.196489457508434E10,2.375507034518483E10,2.5607147841375484E10,2.717125645775842E10,2.7584212841912834E10,2.76400325454416E10,2.799810109233058E10,2.921192656932702E10,2.940166790913944E10,2.9913850496630245E10,3.045928547761153E10,3.078921868381755E10,3.111086901908761E10,3.2187240879209347E10,3.309203140751488E10,3.310877061493689E10,3.315762580050211E10,3.375591958543992E10,3.396921687128946E10,3.4997822614060394E10,3.524643353838531E10,3.55664247792667E10,3.632658752170196E10,3.691478705051859E10,3.777172712965165E10,3.787864339079103E10,3.86340524532812E10,3.889689142929175E10,3.943917329400716E10,3.949365415641696E10,3.996970633082422E10,4.062330252594648E10,4.132064557421907E10,4.151298741943908E10,4.203257344263286E10,4.312438385892761E10
9424777.96076938,5.360493799608165E9,6.20730621826854E9,9.7570731840561E9,1.01256824118868E10,1.0902714830790354E10,1.2923868022581682E10,1.3072096440207228E10,1.77833846401455E10,1.8361244142002995E10,1.9141993560539112E10,1.9758125579486744E10,1.9812075908196896E10,2.1412085570247482E10,2.175424169157205E10,2.195420764428933E10,2.3705951662905838E10,2.5652022763876194E10,2.7214988163359077E10,2.758548728966343E10,2.770674377370936E10,2.8033429247025707E10,2.9180183354817333E10,2.9437155390736492E10,2.9933987111272934E10,3.0488563802940075E10,3.0805851533604984E10,3.1063699075237904E10,3.2169872708907825E10,3.309925968208231E10,3.3153527649974163E10,3.3208342152716274E10,3.3834788104151936E10,3.3941588506660427E10,3.4957493161446205E10,3.528346247521827E10,3.557882691792814E10,3.6284408429192154E10,3.684644437705571E10,3.776901949711603E10,3.788793524283914E10,3.853855708818111E10,3.882740834376965E10,3.936495526591457E10,3.95159765345367E10,3.992779600992312E10,4.053887182467367E10,4.123104373192842E10,4.1480629508493164E10,4.205788227328683E10,4.307990547367039E10
9686577.348568529,5.471281147379171E9,6.161089366482617E9,9.754842690172504E9,1.0215249036571331E10,1.0978279261359413E10,1.2917948921116919E10,1.3016611720552435E10,1.7788520406497696E10,1.8388348550640793E10,1.917023134399348E10,1.9738252932024048E10,1.9817590508091835E10,2.134576192876579E10,2.173146193109495E10,2.194613541545738E10,2.3658667025857883E10,2.5689740212244583E10,2.7256165233290043E10,2.7586940008273426E10,2.776968965484156E10,2.806733511418364E10,2.9153350095244316E10,2.9467859222675587E10,2.9954642975795773E10,3.0517335512525085E10,3.0823015669104656E10,3.1018384651355618E10,3.2155700979836273E10,3.3110274606343506E10,3.3191034281237957E10,3.325961272277043E10,3.390297204169994E10,3.392808144557761E10,3.491700982766068E10,3.532241146026724E10,3.559018696198847E10,3.6244976487510216E10,3.678070974492306E10,3.77656191484922E10,3.789786125204899E10,3.844780049105131E10,3.875787747125955E10,3.929142418812536E10,3.953705238967431E10,3.9883918765242874E10,4.045011453474423E10,4.113927399233532E10,4.144836533893442E10,4.208771057263871E10,4.30375567509629E10
9948376.736367678,5.583293617183722E9,6.112639103802485E9,9.752372440497019E9,1.0282447347855501E10,1.1075067895448318E10,1.286647153788772E10,1.300263081618155E10,1.779161704641581E10,1.841989404677308E10,1.919373188065206E10,1.9726411160986988E10,1.9823860231999737E10,2.1278186292701015E10,2.1708580528292732E10,2.194072101596059E10,2.361339587945053E10,2.5719677207297424E10,2.7294924642545025E10,2.7588698023338963E10,2.7828289225825768E10,2.8100196658079872E10,2.913168251091178E10,2.9494015823414726E10,2.997571524794265E10,3.0543313994519436E10,3.0840741594318245E10,3.0977141089704136E10,3.214524306184822E10,3.3124837801920174E10,3.3222814809968994E10,3.3309863245916126E10,3.3883034556154984E10,3.4005802073294685E10,3.487637124619198E10,3.536303270280167E10,3.559886509347798E10,3.620993006277714E10,3.671764654197941E10,3.776131746361496E10,3.7908082825407166E10,3.836272348038388E10,3.868854023783881E10,3.921909721034743E10,3.955653414783743E10,3.983804841889082E10,4.035768485573725E10,4.104546323770017E10,4.141699301501074E10,4.212109591296784E10,4.299752273049647E10
1.0210176124166828E7,5.69622481417844E9,6.062641775615086E9,9.749542150982098E9,1.0329893165058693E10,1.1189636800337845E10,1.2792940170618605E10,1.3007026730705484E10,1.7793195820795185E10,1.8455344277268406E10,1.9212083882581135E10,1.9722635690977234E10,1.9830927172720398E10,2.1209827323874317E10,2.1685157712125458E10,2.1937992948435116E10,2.3570300006914715E10,2.5741351279881157E10,2.733136890568985E10,2.759083937089009E10,2.788203444346339E10,2.8132514885262363E10,2.9115175759302032E10,2.9516015569295086E10,2.9997115916800816E10,3.056310586729514E10,3.0859062028711773E10,3.0943218379145054E10,3.2138971242767986E10,3.3142677229124397E10,3.3249439938097775E10,3.3358283679234528E10,3.3857105150200645E10,3.409251348157877E10,3.483555203786448E10,3.5404985101961205E10,3.5602784308278854E10,3.618140365415964E10,3.665734725311478E10,3.7755775434384895E10,3.791803440869725E10,3.8284471790570915E10,3.861982833646315E10,3.9148163416438896E10,3.957428697057922E10,3.979017052008406E10,4.026236125874809E10,4.094976151114382E10,4.138695838964361E10,4.215732959385513E10,4.295990842831061E10
1.0471975511965977E7,5.809755198763879E9,6.011699645697511E9,9.746227355388687E9,1.0362144264211884E10,1.1316675883408173E10,1.2714454608179373E10,1.3013136982089022E10,1.7793759391400272E10,1.8494161392651318E10,1.9225291516562687E10,1.9726513363220436E10,1.98388332747974E10,2.114103509002795E10,2.1660887696803947E10,2.1937959873314884E10,2.3529522398159157E10,2.5754466200938515E10,2.7365560140047047E10,2.759345309986178E10,2.7930450528646374E10,2.8164858106870575E10,2.9103585558387478E10,2.953436486799561E10,3.0018760051996456E10,3.0572421271780285E10,3.0878009906296787E10,3.0920710991596092E10,3.2137306882842175E10,3.3163495324252483E10,3.3270698846204144E10,3.340461913743047E10,3.3832861964593292E10,3.4180691561068565E10,3.4794505792627884E10,3.544782027648199E10,3.559962586751743E10,3.616183258827975E10,3.65999487285941E10,3.774845534912648E10,3.79267227802726E10,3.821465901830952E10,3.855236673759623E10,3.907870970638434E10,3.9590101052717285E10,3.974028298461539E10,4.0165076166025116E10,4.0852340331436325E10,4.135848237992805E10,4.219586811130226E10,4.2924756818415955E10
1.0733774899765128E7,5.92354978540347E9,5.960346547855805E9,9.742300489846176E9,1.038363237821947E10,1.1451061571554918E10,1.2634908608338703E10,1.3017562603000248E10,1.779375685855348E10,1.8535837946078E10,1.9233815775420937E10,1.9737150208656033E10,1.9847618868633976E10,2.1072089249486443E10,2.163555638515749E10,2.194060487113371E10,2.3491185648889725E10,2.5758949631431618E10,2.739751336137918E10,2.7596653017116253E10,2.797310784395959E10,2.8197788665337883E10,2.9096470800054836E10,2.954964411504057E10,3.004055842230184E10,3.05677536057078E10,3.089761604024602E10,3.091289976601525E10,3.214061526143053E10,3.3186974465649097E10,3.328591211018669E10,3.3448870345499985E10,3.381159464124555E10,3.4269449160813427E10,3.4753167141892784E10,3.54909681166445E10,3.558735970036563E10,3.615342290824035E10,3.654564741415214E10,3.7738538401380486E10,3.7932411126881165E10,3.815570953369994E10,3.848702736001534E10,3.901073159902306E10,3.9603546888917145E10,3.968839689247754E10,4.0067027565462036E10,4.07533909034191E10,4.133165081573386E10,4.223627230671812E10,4.289206350223473E10
1.0995574287564276E7,5.909060381945644E9,6.037255257103982E9,9.73763269426219E9,1.0397764308605547E10,1.1588743907525833E10,1.2555536271823475E10,1.3019618378834335E10,1.7793567201417194E10,1.8579910041781998E10,1.923846300168887E10,1.9753293120702854E10,1.9857320464836533E10,2.1003229298095882E10,2.1609017952100838E10,2.1945879402395653E10,2.3455390065158504E10,2.5754975650794193E10,2.74271887211527E10,2.7600588108428707E10,2.8009642431933968E10,2.8231786671936604E10,2.9093251509545753E10,2.9562466375492065E10,3.0062413094857563E10,3.0548979366586777E10,3.091790631601926E10,3.091967230549098E10,3.214919825141105E10,3.3212780600484646E10,3.329419152045193E10,3.3491125465862644E10,3.3794462237893147E10,3.4358185927476204E10,3.471145343401189E10,3.553372277054364E10,3.5564949466050156E10,3.615744636291615E10,3.649471406872451E10,3.772487998175039E10,3.7932504902055016E10,3.811089289424023E10,3.842505272638758E10,3.894412723848998E10,3.961363900669851E10,3.963453744674836E10,3.997000833721501E10,4.065312243751231E10,4.130647322631587E10,4.2278168006547874E10,4.28617886637438E10
1.1257373675363425E7,5.858272941754713E9,6.150496446456338E9,9.73209655542944E9,1.0406906241036293E10,1.1726753499004255E10,1.2476968887080095E10,1.3019271808222755E10,1.779349500214409E10,1.862595787414673E10,1.9240183451604134E10,1.9773542072592907E10,1.9867967535603615E10,2.0934674419685093E10,2.1581182907078392E10,2.195369728656454E10,2.3422211657255573E10,2.5742967523814865E10,2.745448452669744E10,2.760545143209484E10,2.8039780515033337E10,2.826718671132424E10,2.909327163076627E10,2.9573439438445633E10,3.0084215200028847E10,3.05194588674437E10,3.0937440324553154E10,3.0938898273862446E10,3.216328296074642E10,3.3240565760509014E10,3.3294733209927086E10,3.353145210753584E10,3.3782495193925827E10,3.444639971210268E10,3.466926656911742E10,3.55327266852966E10,3.557523161637166E10,3.617386573580795E10,3.644750590587429E10,3.770615322374182E10,3.7925086395684E10,3.8082405158510155E10,3.836829614468996E10,3.887868741636802E10,3.957874514604424E10,3.961782413421507E10,3.987742281093405E10,4.0551760742121506E10,4.128291953370037E10,4.232122081420247E10,4.283386682020786E10
1.1519173063162575E7,5.808377545662988E9,6.262872131396454E9,9.725570056466814E9,1.0412645670748253E10,1.1862933445584059E10,1.2399666578323082E10,1.3016706472214642E10,1.7793772809084473E10,1.8673599337674023E10,1.9239886052429565E10,1.979654617558017E10,1.9879577912850605E10,2.0866637701873943E10,2.1552013102191452E10,2.196392911929389E10,2.3391700214880764E10,2.5723580031676937E10,2.74792380802435E10,2.761148095315342E10,2.806336431566625E10,2.8304139004900253E10,2.909585631640789E10,2.9583132384061275E10,3.010584434561381E10,3.048344377405255E10,3.0960596944715015E10,3.096174838074787E10,3.2183006021052994E10,3.3269969990205204E10,3.3287134881290543E10,3.356980530180161E10,3.3776406870654644E10,3.453364759008456E10,3.462649567803116E10,3.549212409809991E10,3.561449321160583E10,3.620159996598721E10,3.640447096118845E10,3.7681364973457375E10,3.791229435682487E10,3.806708020729538E10,3.831961381396153E10,3.881408441257815E10,3.952107729382274E10,3.960888469428074E10,3.979739488041613E10,4.044954719465036E10,4.12609420798768E10,4.236511959779683E10,4.280821476894401E10
1.1780972450961724E7,5.759734883088877E9,6.37395009939634E9,9.717942026284548E9,1.041604579369712E10,1.1995680958026566E10,1.2324040569049757E10,1.3012193965504847E10,1.7794566290705875E10,1.8722480595537243E10,1.9238330349470776E10,1.9821121986760506E10,1.9892151296401646E10,2.079933775145465E10,2.152152103594393E10,2.1976397620684193E10,2.3363877656074753E10,2.5697664842137966E10,2.750125065710195E10,2.761893601799467E10,2.8080375969030357E10,2.8342598704413395E10,2.9100356918310085E10,2.9592047398930393E10,3.0127169310048203E10,3.044428150996244E10,3.0982989817525238E10,3.098908422240571E10,3.2208394922940395E10,3.3271610113120033E10,3.3300622988912766E10,3.3605938862504414E10,3.3776483110075764E10,3.458302154301611E10,3.4619527779878624E10,3.544506974312085E10,3.565037630393757E10,3.6239127050703285E10,3.636613391916606E10,3.765055154538818E10,3.789933315124008E10,3.8056404493273125E10,3.828314198306364E10,3.874986227623485E10,3.946161007981691E10,3.957191764742499E10,3.974580330522613E10,4.034673813863835E10,4.1240488304187645E10,4.240956508913864E10,4.278473804037857E10
